person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26.0,female,Master,71618.0,1,RENT,18000.0,VENTURE,16.0,0.25,4.0,675,No,1
26.0,male,Bachelor,73027.0,5,RENT,18000.0,HOMEIMPROVEMENT,16.29,0.25,2.0,662,No,1
25.0,female,High School,80198.0,1,RENT,18000.0,EDUCATION,10.25,0.22,3.0,578,Yes,0
21.0,female,Bachelor,82727.0,0,RENT,18000.0,EDUCATION,10.65,0.22,2.0,625,No,0
24.0,male,Bachelor,85246.0,2,RENT,18000.0,HOMEIMPROVEMENT,9.88,0.21,2.0,591,Yes,0
25.0,female,Master,66195.0,2,RENT,18000.0,MEDICAL,16.0,0.27,2.0,668,No,1
25.0,female,Bachelor,85830.0,5,RENT,18000.0,EDUCATION,16.45,0.21,2.0,625,Yes,0
25.0,male,Master,78750.0,5,RENT,18000.0,PERSONAL,15.33,0.23,4.0,718,No,1
26.0,male,Bachelor,87291.0,5,RENT,18000.0,DEBTCONSOLIDATION,11.83,0.21,2.0,692,Yes,0
24.0,female,Associate,80615.0,4,RENT,18000.0,PERSONAL,14.54,0.22,4.0,584,No,1
24.0,male,Associate,87404.0,0,RENT,18000.0,VENTURE,7.88,0.21,2.0,600,Yes,0
24.0,male,Master,29643.0,3,OWN,3000.0,EDUCATION,13.98,0.1,2.0,597,No,0
23.0,male,Bachelor,89331.0,0,RENT,18000.0,EDUCATION,11.01,0.2,2.0,682,Yes,0
25.0,female,Bachelor,30184.0,4,MORTGAGE,1200.0,VENTURE,15.21,0.04,4.0,689,No,0
23.0,female,Master,90938.0,1,RENT,18000.0,EDUCATION,12.73,0.2,4.0,616,Yes,0
25.0,male,Master,29110.0,2,MORTGAGE,3500.0,PERSONAL,15.58,0.12,2.0,532,No,1
23.0,female,High School,91967.0,2,RENT,18000.0,EDUCATION,9.88,0.2,3.0,578,Yes,0
21.0,male,Master,29879.0,0,OWN,7000.0,MEDICAL,11.86,0.23,2.0,617,No,0
26.0,female,Bachelor,94747.0,4,RENT,18000.0,EDUCATION,13.49,0.19,2.0,672,No,0
21.0,female,Associate,97282.0,0,RENT,18000.0,VENTURE,7.9,0.19,2.0,695,No,0
23.0,male,High School,97195.0,1,RENT,18000.0,VENTURE,8.49,0.19,3.0,655,No,0
22.0,female,Associate,97065.0,2,RENT,18000.0,EDUCATION,10.99,0.19,4.0,667,Yes,0
26.0,male,High School,97068.0,1,RENT,18000.0,HOMEIMPROVEMENT,13.85,0.19,3.0,661,Yes,0
23.0,male,Associate,98110.0,2,RENT,18000.0,MEDICAL,13.98,0.18,2.0,568,Yes,0
23.0,male,High School,29589.0,2,MORTGAGE,2800.0,DEBTCONSOLIDATION,16.07,0.09,3.0,613,No,1
23.0,female,Bachelor,99196.0,0,RENT,18000.0,MEDICAL,11.01,0.18,2.0,658,Yes,0
23.0,female,High School,93092.0,0,RENT,18000.0,DEBTCONSOLIDATION,10.65,0.19,4.0,540,No,1
24.0,female,High School,29935.0,0,MORTGAGE,8500.0,EDUCATION,15.7,0.28,2.0,606,Yes,0
26.0,male,Master,29897.0,1,MORTGAGE,2100.0,PERSONAL,13.11,0.07,3.0,674,No,0
22.0,male,Bachelor,100074.0,0,RENT,18000.0,VENTURE,15.27,0.18,2.0,652,No,0
26.0,female,High School,29511.0,6,MORTGAGE,6000.0,HOMEIMPROVEMENT,10.99,0.2,4.0,578,No,0
25.0,male,Master,101710.0,4,RENT,18000.0,HOMEIMPROVEMENT,9.88,0.18,3.0,692,Yes,0
22.0,female,High School,29732.0,0,MORTGAGE,2500.0,MEDICAL,7.14,0.08,2.0,661,No,0
25.0,female,Master,102979.0,4,RENT,18000.0,EDUCATION,11.71,0.17,4.0,652,Yes,0
26.0,female,Bachelor,104467.0,3,RENT,18000.0,VENTURE,8.49,0.17,2.0,691,Yes,0
23.0,female,Master,105627.0,2,RENT,18000.0,EDUCATION,11.89,0.17,2.0,709,No,0
23.0,female,Master,106616.0,0,RENT,18000.0,EDUCATION,13.16,0.17,4.0,687,No,0
23.0,male,Master,109401.0,2,RENT,18000.0,PERSONAL,8.88,0.16,4.0,684,Yes,0
24.0,male,Associate,114882.0,0,RENT,18000.0,DEBTCONSOLIDATION,8.49,0.16,4.0,520,Yes,0
26.0,male,High School,115195.0,4,RENT,18000.0,HOMEIMPROVEMENT,15.31,0.16,3.0,541,Yes,0
24.0,female,Bachelor,123296.0,0,RENT,18000.0,EDUCATION,12.53,0.15,3.0,555,Yes,0
